Technology	Year	Nameplate Capacity [kg/yr]	Production?	Lifetime [yr]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]	Maximum Utilization [kg/kg]	Storage [kg]
Central Natural Gas Reforming (no CCS)	2025	134318540	Central	40	0.6	164953855.5	0	35019249.62	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	136051925	Central	40	0.6	166227819.5	0	35277988.81	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	137785310	Central	40	0.6	167495307.3	0	35535378.86	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	139518695	Central	40	0.6	168756432.8	0	35791443.85	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	141252080	Central	40	0.6	170011306.3	0	36046207.1	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	142985465	Central	40	0.6	171260035	0	36299691.24	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	144718850	Central	40	0.6	172502723.1	0	36551918.28	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	146452235	Central	40	0.6	173739471.3	0	36802909.52	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	148185620	Central	40	0.6	174970378.1	0	37052685.72	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	149919005	Central	40	0.6	176195538.8	0	37301267	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	151652390	Central	40	0.6	177415046.2	0	37548672.95	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	153385775	Central	40	0.6	178628990.7	0	37794922.61	0	0.019528054	0	0.9	0
Central Natural Gas Reforming (no CCS)	2025	155119160	Central	40	1	179837460	0	38040034.49	0	0.019528054	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	2184160	Central	40	0.88	13372109.7	0	2515050.61	0	0.072399253	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	94900365	Central	40	0.6	369509282	0	69497974.96	0	0.072399254	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	96405625	Central	40	0.6	372012730	0	69896722.15	0	0.071933646	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	97911250	Central	40	0.6	374502310.2	0	70293026.57	0	0.071482247	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	99416875	Central	40	0.6	376969275.7	0	70686846.48	0	0.071044522	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	100922500	Central	40	0.6	379422311	0	71078235.1	0	0.070619857	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	102428125	Central	40	0.6	381853332.3	0	71467243.75	0	0.070207676	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	103933750	Central	40	0.6	384270802.3	0	71853921.93	0	0.069807437	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	105439375	Central	40	0.6	386666824.3	0	72238317.4	0	0.069418628	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	106945000	Central	40	0.6	389045706.3	0	72620476.27	0	0.069040767	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	108450625	Central	40	0.6	391411545	0	73000443.09	0	0.068673399	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	109956250	Central	40	0.6	393756727.3	0	73378260.91	0	0.06831609	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	111461875	Central	40	0.6	396089168.9	0	73753971.34	0	0.067968435	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	112967500	Central	40	0.6	398401447.5	0	74127614.67	0	0.067630047	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	114473125	Central	40	0.6	400701262.5	0	74499229.87	0	0.067300561	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	115978750	Central	40	0.6	402981383.2	0	74868854.64	0	0.066979629	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	117484375	Central	40	0.6	405245715.5	0	75236525.58	0	0.066666922	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	118990000	Central	40	0.6	407497956.3	0	75602278.07	0	0.06636213	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	120495625	Central	40	0.6	409731164.5	0	75966146.46	0	0.066064954	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	122001250	Central	40	0.6	411952503.2	0	76328164.04	0	0.065775113	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	123506875	Central	40	0.6	414155225.2	0	76688363.12	0	0.065492338	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	125012500	Central	40	0.6	416346280.8	0	77046775.06	0	0.065216375	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	126518125	Central	40	0.6	418519118	0	77403430.29	0	0.064946981	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	128023750	Central	40	0.6	420677252.6	0	77758358.38	0	0.064683923	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	129529375	Central	40	0.6	422823993.9	0	78111588.06	0	0.06442698	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	131035000	Central	40	0.6	424953082.5	0	78463147.25	0	0.064175942	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	132540260	Central	40	0.6	427070522	0	78812978.45	0	0.063930667	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	134045520	Central	40	0.6	429170671.6	0	79161193.49	0	0.0636909	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	135550780	Central	40	0.6	431259741.8	0	79507818.01	0	0.063456458	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	137056040	Central	40	0.6	433331867	0	79852877	0	0.063227165	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	138561300	Central	40	0.6	435390182	0	80196394.78	0	0.063002855	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	140066560	Central	40	0.6	437437615.6	0	80538395.01	0	0.062783365	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	141571820	Central	40	0.6	439468598	0	80878900.76	0	0.062568544	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	143077080	Central	40	0.6	441488815.9	0	81217934.5	0	0.062358242	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	144582340	Central	40	0.6	443492897.6	0	81555518.13	0	0.06215232	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	146087600	Central	40	0.6	445483709.8	0	81891672.97	0	0.06195064	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	147592860	Central	40	0.6	447463912.9	0	82226419.87	0	0.061753074	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	149098120	Central	40	0.6	449428432.8	0	82559779.12	0	0.061559498	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	150603380	Central	40	0.6	451382434.9	0	82891770.51	0	0.061369791	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	152108640	Central	40	0.6	453321043.8	0	83222413.4	0	0.06118384	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	153613900	Central	40	0.6	455246860	0	83551726.62	0	0.061001532	0	0.9	0
Central Natural Gas Reforming w/CCS	2005	155119160	Central	40	1	457162278.4	0	83879728.63	0	0.060822762	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	2184160	Central	40	0.88	11011887.76	0	1350125.761	0	0.044273134	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	94900365	Central	40	0.6	304289661.8	0	37307800.47	0	0.044273134	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	96405625	Central	40	0.6	306638441	0	37629865.78	0	0.044246683	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	97911250	Central	40	0.6	308976308.9	0	37949947.34	0	0.044221039	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	99416875	Central	40	0.6	311290986.5	0	38268011.82	0	0.044196172	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	100922500	Central	40	0.6	313595040.5	0	38584102.57	0	0.044172047	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	102428125	Central	40	0.6	315876780.2	0	38898261.38	0	0.044148631	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	103933750	Central	40	0.6	318148514.5	0	39210528.54	0	0.044125894	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	105439375	Central	40	0.6	320398750.5	0	39520942.94	0	0.044103807	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	106945000	Central	40	0.6	322633766.2	0	39829542.13	0	0.044082341	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	108450625	Central	40	0.6	324859617	0	40136362.36	0	0.04406147	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	109956250	Central	40	0.6	327065091.5	0	40441438.69	0	0.044041172	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	111461875	Central	40	0.6	329261910.8	0	40744804.99	0	0.044021422	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	112967500	Central	40	0.6	331439042.7	0	41046494.03	0	0.044002198	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	114473125	Central	40	0.6	333607992.8	0	41346537.53	0	0.04398348	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	115978750	Central	40	0.6	335757901.1	0	41644966.2	0	0.043965248	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	117484375	Central	40	0.6	337894617	0	41941809.78	0	0.043947484	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	118990000	Central	40	0.6	340023800.7	0	42237097.08	0	0.043930169	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	120495625	Central	40	0.6	342134838.1	0	42530856.03	0	0.043913286	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	122001250	Central	40	0.6	344238740.4	0	42823113.75	0	0.04389682	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	123506875	Central	40	0.6	346325050.1	0	43113896.48	0	0.043880756	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	125012500	Central	40	0.6	348404595.9	0	43403229.75	0	0.043865079	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	126518125	Central	40	0.6	350467071.5	0	43691138.32	0	0.043849775	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	128023750	Central	40	0.6	352517967.6	0	43977646.24	0	0.043834831	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	129529375	Central	40	0.6	354562612.6	0	44262776.86	0	0.043820234	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	131035000	Central	40	0.6	356590916.6	0	44546552.89	0	0.043805973	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	132540260	Central	40	0.6	358612950.2	0	44828928.09	0	0.043792038	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	134045520	Central	40	0.6	360619099.7	0	45109992.87	0	0.043778418	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	135550780	Central	40	0.6	362619612.9	0	45389768.12	0	0.043765099	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	137056040	Central	40	0.6	364604672.2	0	45668274.12	0	0.043752073	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	138561300	Central	40	0.6	366579463.2	0	45945530.65	0	0.04373933	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	140066560	Central	40	0.6	368549029.5	0	46221556.94	0	0.043726861	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	141571820	Central	40	0.6	370503745.9	0	46496371.77	0	0.043714657	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	143077080	Central	40	0.6	372453492.3	0	46769993.38	0	0.04370271	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	144582340	Central	40	0.6	374388766.9	0	47042439.57	0	0.043691011	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	146087600	Central	40	0.6	376314563.2	0	47313727.69	0	0.043679555	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	147592860	Central	40	0.6	378235745	0	47583874.68	0	0.043668331	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	149098120	Central	40	0.6	380142987.7	0	47852897.01	0	0.043657334	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	150603380	Central	40	0.6	382045836.7	0	48120810.8	0	0.043646557	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	152108640	Central	40	0.6	383935081.4	0	48387631.74	0	0.043635993	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	153613900	Central	40	0.6	385815540.9	0	48653375.18	0	0.043625636	0	0.9	0
Central Natural Gas Reforming w/CCS	2025	155119160	Central	40	1	387691915.6	0	48918055.6	0	0.043615481	0	0.9	0
Onsite Electrolysis (PEM)	2010	547500	Onsite	20	1	4566857.69	0	1777133.765	0	0.004188247	0	0.86	0
Onsite Electrolysis (PEM)	2025	547500	Onsite	20	1	2020479.716	0	1249808.302	0	0.00418847	0	0.86	0
Onsite Natural Gas Reforming	2010	182865	Onsite	20	0.6	769433.3819	0	568025.1353	0	0.004189062	0	0.86	0
Onsite Natural Gas Reforming	2010	232688	Onsite	20	0.6	899253.6636	0	654994.0702	0	0.004188231	0	0.86	0
Onsite Natural Gas Reforming	2010	282875	Onsite	20	0.6	1021587.71	0	791854.2556	0	0.004188234	0	0.86	0
Onsite Natural Gas Reforming	2010	333062.5	Onsite	20	0.6	1137583.158	0	878173.8379	0	0.004188236	0	0.86	0
Onsite Natural Gas Reforming	2010	383250	Onsite	20	0.6	1248608.151	0	967079.1336	0	0.004188237	0	0.86	0
Onsite Natural Gas Reforming	2010	433437.5	Onsite	20	0.6	1355601.993	0	1026727.714	0	0.004188238	0	0.86	0
Onsite Natural Gas Reforming	2010	483625	Onsite	20	0.6	1459242.996	0	1109223.412	0	0.004188239	0	0.86	0
Onsite Natural Gas Reforming	2010	533812.5	Onsite	20	0.6	1560040.116	0	1165865.164	0	0.00418824	0	0.86	0
Onsite Natural Gas Reforming	2010	584000	Onsite	20	1	1658386.904	0	1319978.696	0	0.00418824	0	0.86	0
Onsite Natural Gas Reforming	2020	182865	Onsite	20	0.6	590320.2774	0	512861.2789	0	0.004188247	0	0.86	0
Onsite Natural Gas Reforming	2020	232687.5	Onsite	20	0.6	689762.0378	0	591040.8554	0	0.004188231	0	0.86	0
Onsite Natural Gas Reforming	2020	282875	Onsite	20	0.6	783434.4885	0	719099.3601	0	0.004188234	0	0.86	0
Onsite Natural Gas Reforming	2020	333062.5	Onsite	20	0.6	872223.8986	0	797642.4457	0	0.004188236	0	0.86	0
Onsite Natural Gas Reforming	2020	383250	Onsite	20	0.6	957183.1059	0	879106.4638	0	0.004188237	0	0.86	0
Onsite Natural Gas Reforming	2020	433437.5	Onsite	20	0.6	1039035.06	0	931686.9063	0	0.004188238	0	0.86	0
Onsite Natural Gas Reforming	2020	483625	Onsite	20	0.6	1118301.904	0	1007347.86	0	0.004188239	0	0.86	0
Onsite Natural Gas Reforming	2020	533812.5	Onsite	20	0.6	1195375.473	0	1057388.45	0	0.00418824	0	0.86	0
Onsite Natural Gas Reforming	2020	584000	Onsite	20	1	1270558.791	0	1204540.466	0	0.00418824	0	0.86	0
Central Photoelectrochemical Type 2	2020	365000	Central	40	1	4137109.831	0	775394.9888	0	0	0	0.9	0
Central Photoelectrochemical Type 4	2020	365000	Central	40	1	6774969.202	0	746004.6191	0	0	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	7300365	Central	40	0.78	571325482.6	0	125337705	0	0.365904319	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	8942500	Central	40	0.78	571497838.9	0	125524885.7	0	0.298712338	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	10585000	Central	40	0.78	571670233.5	0	125703165.8	0	0.252360424	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	12227500	Central	40	0.78	571842628.1	0	125881445.9	0	0.218461262	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	13870000	Central	40	0.78	572015022.8	0	126059725.9	0	0.192590849	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	15512500	Central	40	0.78	572187417.4	0	126238006.1	0	0.172198878	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	17155000	Central	40	0.78	572359812	0	126416286.1	0	0.155711751	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	18797500	Central	40	0.78	572532206.7	0	126594566.1	0	0.142105869	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	20440000	Central	40	0.78	572704601.3	0	126772846.2	0	0.130686648	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	22082500	Central	40	0.78	572876995.9	0	126951126.3	0	0.120966154	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	23725000	Central	40	0.78	573049390.6	0	127129406.4	0	0.112591574	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	25367500	Central	40	0.78	573221785.2	0	127307686.4	0	0.105301471	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	27010000	Central	40	0.78	573394179.8	0	127485966.6	0	0.098898004	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	28652500	Central	40	0.78	573566574.5	0	127673155.2	0	0.093228692	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	30295000	Central	40	0.78	573738969.1	0	127851435.3	0	0.088174124	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	31937500	Central	40	0.78	573911363.7	0	128029715.3	0	0.083639454	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	33580000	Central	40	0.78	574083758.3	0	128207995.4	0	0.079548394	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	35222500	Central	40	0.78	574256152.9	0	128386275.5	0	0.075838884	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	36865000	Central	40	0.78	574428547.5	0	128564555.6	0	0.072459924	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	38507500	Central	40	0.78	574600942.2	0	128742835.6	0	0.069369216	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	40150000	Central	40	0.78	574773336.8	0	128921115.7	0	0.066531385	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	41792500	Central	40	0.78	574945731.4	0	129099395.8	0	0.063916614	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	43435000	Central	40	0.78	575118126.1	0	129277675.8	0	0.061499599	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	45077500	Central	40	0.78	575290520.7	0	129455955.9	0	0.059258723	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	46720000	Central	40	0.78	575462915.3	0	129643144.5	0	0.057175408	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	48362135	Central	40	0.78	575635271.7	0	129821416.7	0	0.055234019	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	50004270	Central	40	0.78	575807628	0	129999688.8	0	0.053420139	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	51646405	Central	40	0.78	575979984.3	0	130177961	0	0.051721608	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	53288540	Central	40	0.78	576152340.6	0	130356233.1	0	0.050127759	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	54930675	Central	40	0.78	576324696.9	0	130534505.2	0	0.048629206	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	56572810	Central	40	0.78	576497053.3	0	130712777.4	0	0.047217649	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	58214945	Central	40	0.78	576669409.6	0	130891049.5	0	0.045885727	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	59857080	Central	40	0.78	576841765.9	0	131069321.7	0	0.044626886	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	61499215	Central	40	0.78	577014122.2	0	131247593.7	0	0.043435271	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	63141350	Central	40	0.78	577186478.5	0	131425865.8	0	0.042305638	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	64783485	Central	40	0.78	577358834.9	0	131604138	0	0.041233272	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	66425620	Central	40	0.78	577531191.2	0	131782410.1	0	0.040213927	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	68067755	Central	40	0.78	577703547.5	0	131969590.9	0	0.039243767	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	69709890	Central	40	0.78	577875903.8	0	132147863	0	0.038319313	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	71352025	Central	40	0.78	578048260.1	0	132326135.1	0	0.037437411	0	0.9	0
Ferrite Solar Thermo-Chemical Hydrogen Production	2030	72994160	Central	40	1	578220616.5	0	132504407.2	0	0.036595189	0	0.9	0
